Title,Stock Number,Price,Dia. (mm),CWL (nm),FWHM (nm),Transmission (%),Blocking Wavelength Range (nm),Compatible Fluorophore,Bandwidth (nm),Optical Density OD,CA (mm),Surface Quality,AOI (°),AOI Tolerance (°),Coating,Manufacturer,Mount Thickness (mm),OD 5 Blocking Wavelength Range (nm) ,OD 6 Blocking Wavelength Range (nm),Substrate,Thickness Tolerance (mm),"Transmitted Wavefront, RMS",Type
"520nm CWL, 12.5mm Dia, 36nm Bandwidth, OD 6 Fluorescence Filter",67-016,$195,12.50 +0.00/-0.10,520 ,41.00 ,93.00 ,250 - 1100 ,GFP Emission ,36.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 488 & 560 - 700 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"520nm CWL, 25mm Dia, 36nm Bandwidth, OD 6 Fluorescence Filter",67-030,$260,25.00 +0.00/-0.10,520 ,41.00 ,93.00 ,250 - 1100 ,GFP Emission ,36.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 488 & 560 - 700 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"520nm CWL, 50mm Dia, 36nm Bandwidth, OD 6 Fluorescence Filter",67-044,$675,50.00 +0.00/-0.10,520 ,41.00 ,93.00 ,250 - 1100 ,GFP Emission ,36.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 488 & 560 - 700 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"520nm CWL, 12.5mm Dia, 70nm Bandwidth, OD 6 Fluorescence Filter",87-735,$195,12.50 +0.00/-0.10,520 ,77.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 488 Emission / GFP Emission ,70.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,567.5 - 1200 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"520nm CWL, 25mm Dia, 70nm Bandwidth, OD 6 Fluorescence Filter",87-749,$260,25.00 +0.00/-0.10,520 ,77.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 488 Emission / GFP Emission ,70.00 ,?6.0 ,22.00 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,567.5 - 1200 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"520nm CWL, 50mm Dia, 70nm Bandwidth, OD 6 Fluorescence Filter",87-763,$675,50.00 +0.00/-0.10,520 ,77.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 488 Emission / GFP Emission ,70.00 ,?6.0 ,45.00 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,567.5 - 1200 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"525nm CWL, 12.5mm Dia, 15nm Bandwidth, OD 6 Fluorescence Filter",86-343,$195,12.50 +0.00/-0.10,525 ,18.00 ,>93 ,250 - 1100 ,Qdot® 525 Emission ,15.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,403 - 455 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"525nm CWL, 25mm Dia, 15nm Bandwidth, OD 6 Fluorescence Filter",86-354,$260,25.00 +0.00/-0.10,525 ,18.00 ,>93 ,250 - 1100 ,Qdot® 525 Emission ,15.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,403 - 455 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"525nm CWL, 50mm Dia, 15nm Bandwidth, OD 6 Fluorescence Filter",86-365,$675,50.00 +0.00/-0.10,525 ,18.00 ,>93 ,250 - 1100 ,Qdot® 525 Emission ,15.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,403 - 455 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"525nm CWL, 12.5mm Dia, 45nm Bandwidth, OD 6 Fluorescence Filter",86-976,$195,12.50 +0.00/-0.10,525 ,51.00 ,93.00 ,250 - 1100 ,GPF/FITC Emission ,45.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,473 - 491 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"525nm CWL, 25mm Dia, 45nm Bandwidth, OD 6 Fluorescence Filter",86-984,$260,25.00 +0.00/-0.10,525 ,51.00 ,93.00 ,250 - 1100 ,GPF/FITC Emission ,45.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,473 - 491 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"525nm CWL, 50mm Dia, 45nm Bandwidth, OD 6 Fluorescence Filter",86-992,$675,50.00 +0.00/-0.10,525 ,51.00 ,93.00 ,250 - 1100 ,GPF/FITC Emission ,45.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,473 - 491 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"527nm CWL, 12.5mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-082,$195,12.50 +0.00/-0.10,527 ,22.00 ,93.00 ,250 - 1100 ,SpectrumGreen™ Emission ,20.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 513 & 546 - 740 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"527nm CWL, 25mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-098,$260,25.00 +0.00/-0.10,527 ,22.00 ,93.00 ,250 - 1100 ,SpectrumGreen™ Emission ,20.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 513 & 546 - 740 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"527nm CWL, 50mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-114,$675,50.00 +0.00/-0.10,527 ,22.00 ,93.00 ,250 - 1100 ,SpectrumGreen™ Emission ,20.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 513 & 546 - 740 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"530nm CWL, 12.5mm Dia, 55nm Bandwidth, OD 6 Fluorescence Filter",87-736,$195,12.50 +0.00/-0.10,530 ,62.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 532 Excitation / Thiazole Orange Emission ,55.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,400 - 485 & 569 - 750 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"530nm CWL, 25mm Dia, 55nm Bandwidth, OD 6 Fluorescence Filter",87-750,$260,25.00 +0.00/-0.10,530 ,62.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 532 Excitation / Thiazole Orange Emission ,55.00 ,?6.0 ,22.00 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,400 - 485 & 569 - 750 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"530nm CWL, 50mm Dia, 55nm Bandwidth, OD 6 Fluorescence Filter",87-764,$675,50.00 +0.00/-0.10,530 ,62.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 532 Excitation / Thiazole Orange Emission ,55.00 ,?6.0 ,45.00 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,400 - 485 & 569 - 750 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"534nm CWL, 12.5mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-083,$195,12.50 +0.00/-0.10,534 ,25.00 ,93.00 ,250 - 1100 ,SpectrumGold™ Excitation ,20.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 510 & 555 - 725 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"534nm CWL, 25mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-099,$260,25.00 +0.00/-0.10,534 ,25.00 ,93.00 ,250 - 1100 ,SpectrumGold™ Excitation ,20.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 510 & 555 - 725 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"534nm CWL, 50mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-115,$675,50.00 +0.00/-0.10,534 ,25.00 ,93.00 ,250 - 1100 ,SpectrumGold™ Excitation ,20.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 510 & 555 - 725 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"535nm CWL, 12.5mm Dia, 43nm Bandwidth, OD 6 Fluorescence Filter",67-017,$195,12.50 +0.00/-0.10,534.5 ,48.00 ,93.00 ,250 - 1100 ,Cy3 Excitation / FITC Emission ,43.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 497 & 588 - 1000 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"535nm CWL, 25mm Dia, 43nm Bandwidth, OD 6 Fluorescence Filter",67-031,$260,25.00 +0.00/-0.10,534.5 ,48.00 ,93.00 ,250 - 1100 ,Cy3 Excitation / FITC Emission ,43.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 497 & 588 - 1000 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"535nm CWL, 50mm Dia, 43nm Bandwidth, OD 6 Fluorescence Filter",67-045,$675,50.00 +0.00/-0.10,534.5 ,48.00 ,93.00 ,250 - 1100 ,Cy3 Excitation / FITC Emission ,43.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 497 & 588 - 1000 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"540nm CWL, 12.5mm Dia, 50nm Bandwidth, OD 6 Fluorescence Filter",86-344,$195,12.50 +0.00/-0.10,540 ,56.00 ,>93 ,250 - 1100 ,FITC Emission ,50.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,450 - 500 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"540nm CWL, 25mm Dia, 50nm Bandwidth, OD 6 Fluorescence Filter",86-355,$260,25.00 +0.00/-0.10,540 ,56.00 ,>93 ,250 - 1100 ,FITC Emission ,50.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,450 - 500 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"540nm CWL, 50mm Dia, 50nm Bandwidth, OD 6 Fluorescence Filter",86-366,$675,50.00 +0.00/-0.10,540 ,56.00 ,>93 ,250 - 1100 ,FITC Emission ,50.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,450 - 500 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"543nm CWL, 12.5mm Dia, 22nm Bandwidth, OD 6 Fluorescence Filter",67-018,$195,12.50 +0.00/-0.10,543 ,27.00 ,93.00 ,250 - 1100 ,YFP Emission / TRITC Excitation ,22.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 518 & 565 - 750 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"543nm CWL, 25mm Dia, 22nm Bandwidth, OD 6 Fluorescence Filter",67-032,$260,25.00 +0.00/-0.10,543 ,27.00 ,93.00 ,250 - 1100 ,YFP Emission / TRITC Excitation ,22.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 518 & 565 - 750 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"543nm CWL, 50mm Dia, 22nm Bandwidth, OD 6 Fluorescence Filter",67-046,$675,50.00 +0.00/-0.10,543 ,27.00 ,93.00 ,250 - 1100 ,YFP Emission / TRITC Excitation ,22.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 518 & 565 - 750 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"549nm CWL, 12.5mm Dia, 15nm Bandwidth, OD 6 Fluorescence Filter",87-737,$195,12.50 +0.00/-0.10,549 ,21.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 532 Emission / DyLight™ Excitation ,15.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 530 & 568 - 850 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"549nm CWL, 25mm Dia, 15nm Bandwidth, OD 6 Fluorescence Filter",87-751,$260,25.00 +0.00/-0.10,549 ,21.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 532 Emission / DyLight™ Excitation ,15.00 ,?6.0 ,22.00 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 530 & 568 - 850 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"549nm CWL, 50mm Dia, 15nm Bandwidth, OD 6 Fluorescence Filter",87-765,$675,50.00 +0.00/-0.10,549 ,21.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 532 Emission / DyLight™ Excitation ,15.00 ,?6.0 ,45.00 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 530 & 568 - 850 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"550nm CWL, 12.5mm Dia, 93nm Bandwidth, OD 6 Fluorescence Filter",33-329,$195,12.50 +0.00/-0.10,550 ,100.00 ,93.00 ,250 - 1100 ,Broadband Green Fluorescence ,93.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 488 & 622 - 975 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"550nm CWL, 25mm Dia, 93nm Bandwidth, OD 6 Fluorescence Filter",33-330,$260,25.00 +0.00/-0.10,550 ,100.00 ,93.00 ,250 - 1100 ,Broadband Green Fluorescence ,93.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 488 & 622 - 975 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"550nm CWL, 50mm Dia, 93nm Bandwidth, OD 6 Fluorescence Filter",33-331,$675,50.00 +0.00/-0.10,550 ,100.00 ,93.00 ,250 - 1100 ,Broadband Green Fluorescence ,93.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 488 & 622 - 975 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"560nm CWL, 12.5mm Dia, 25nm Bandwidth, OD 6 Fluorescence Filter",86-977,$195,12.50 +0.00/-0.10,560 ,32.00 ,93.00 ,250 - 1100 ,561nm Laser Emission ,25.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,589.5 - 623.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"560nm CWL, 25mm Dia, 25nm Bandwidth, OD 6 Fluorescence Filter",86-985,$260,25.00 +0.00/-0.10,560 ,32.00 ,93.00 ,250 - 1100 ,561nm Laser Emission ,25.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,589.5 - 623.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"560nm CWL, 50mm Dia, 25nm Bandwidth, OD 6 Fluorescence Filter",86-993,$675,50.00 +0.00/-0.10,560 ,32.00 ,93.00 ,250 - 1100 ,561nm Laser Emission ,25.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,589.5 - 623.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"561nm CWL, 12.5mm Dia, 14nm Bandwidth, OD 6 Fluorescence Filter",86-978,$195,12.50 +0.00/-0.10,561 ,21.00 ,93.00 ,250 - 1100 ,Keima Red Excitation ,14.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,582 - 636 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"561nm CWL, 25mm Dia, 14nm Bandwidth, OD 6 Fluorescence Filter",86-986,$260,25.00 +0.00/-0.10,561 ,21.00 ,93.00 ,250 - 1100 ,Keima Red Excitation ,14.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,582 - 636 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"561nm CWL, 50mm Dia, 14nm Bandwidth, OD 6 Fluorescence Filter",86-994,$675,50.00 +0.00/-0.10,561 ,21.00 ,93.00 ,250 - 1100 ,Keima Red Excitation ,14.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,582 - 636 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"562nm CWL, 12.5mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",67-019,$195,12.50 +0.00/-0.10,562 ,46.00 ,93.00 ,250 - 1100 ,Texas Red Excitation / mCherry Excitation ,40.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 528 & 595 - 750 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"562nm CWL, 25mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",67-033,$260,25.00 +0.00/-0.10,562 ,46.00 ,93.00 ,250 - 1100 ,Texas Red Excitation / mCherry Excitation ,40.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 528 & 595 - 750 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"562nm CWL, 50mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",67-047,$675,50.00 +0.00/-0.10,562 ,46.00 ,93.00 ,250 - 1100 ,Texas Red Excitation / mCherry Excitation ,40.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 528 & 595 - 750 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"572nm CWL, 12.5mm Dia, 28nm Bandwidth, OD 6 Fluorescence Filter",84-084,$195,12.50 +0.00/-0.10,572 ,33.00 ,93.00 ,250 - 1100 ,SpectrumGold™ Emission ,28.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 547 & 602 - 925 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"572nm CWL, 25mm Dia, 28nm Bandwidth, OD 6 Fluorescence Filter",84-100,$260,25.00 +0.00/-0.10,572 ,33.00 ,93.00 ,250 - 1100 ,SpectrumGold™ Emission ,28.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 547 & 602 - 925 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"572nm CWL, 50mm Dia, 28nm Bandwidth, OD 6 Fluorescence Filter",84-116,$675,50.00 +0.00/-0.10,572 ,33.00 ,93.00 ,250 - 1100 ,SpectrumGold™ Emission ,28.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 547 & 602 - 925 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"575nm CWL, 12.5mm Dia, 27nm Bandwidth, OD 6 Fluorescence Filter",33-332,$195,12.50 +0.00/-0.10,575 ,35.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 568 Excitation ,27.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,597 - 638 & 800 - 925 ,300 - 541 & 638 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"575nm CWL, 25mm Dia, 27nm Bandwidth, OD 6 Fluorescence Filter",33-333,$260,25.00 +0.00/-0.10,575 ,35.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 568 Excitation ,27.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,597 - 638 & 800 - 925 ,300 - 541 & 638 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"575nm CWL, 50mm Dia, 27nm Bandwidth, OD 6 Fluorescence Filter",33-334,$675,50.00 +0.00/-0.10,575 ,35.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 568 Excitation ,27.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,597 - 638 & 800 - 925 ,300 - 541 & 638 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"578nm CWL, 12.5mm Dia, 16nm Bandwidth, OD 6 Fluorescence Filter",87-738,$195,12.50 +0.00/-0.10,578 ,22.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 568 Excitation / Cy3.5 Emission ,16.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 558 & 598 - 850 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"578nm CWL, 25mm Dia, 16nm Bandwidth, OD 6 Fluorescence Filter",87-752,$260,25.00 +0.00/-0.10,578 ,22.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 568 Excitation / Cy3.5 Emission ,16.00 ,?6.0 ,22.00 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 558 & 598 - 850 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"578nm CWL, 50mm Dia, 16nm Bandwidth, OD 6 Fluorescence Filter",87-766,$675,50.00 +0.00/-0.10,578 ,22.00 ,93.00 ,250 - 1100 ,Alexa Fluor® 568 Excitation / Cy3.5 Emission ,16.00 ,?6.0 ,45.00 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 558 & 598 - 850 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"585nm CWL, 12.5mm Dia, 36nm Bandwidth, OD 6 Fluorescence Filter",33-906,$195,12.50 +0.00/-0.10,585 ,40.00 ,>93 ,300 - 1100 ,,36.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 556 & 618 - 780 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"585nm CWL, 25mm Dia, 36nm Bandwidth, OD 6 Fluorescence Filter",33-907,$260,25.00 +0.00/-0.10,585 ,40.00 ,>93 ,300 - 1100 ,,36.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 556 & 618 - 780 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"585nm CWL, 50mm Dia, 36nm Bandwidth, OD 6 Fluorescence Filter",33-908,$675,50.00 +0.00/-0.10,585 ,40.00 ,>93 ,300 - 1100 ,,36.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 556 & 618 - 780 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"586nm CWL, 12.5mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-085,$195,12.50 +0.00/-0.10,586 ,26.00 ,93.00 ,250 - 1100 ,SpectrumOrange™ Emission / SpectrumRed™ Excitation ,20.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 561 & 610 - 780 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"586nm CWL, 25mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-101,$260,25.00 +0.00/-0.10,586 ,26.00 ,93.00 ,250 - 1100 ,SpectrumOrange™ Emission / SpectrumRed™ Excitation ,20.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 561 & 610 - 780 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"586nm CWL, 50mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-117,$675,50.00 +0.00/-0.10,586 ,26.00 ,>93 ,250 - 1100 ,SpectrumOrange™ Emission / SpectrumRed™ Excitation ,20.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 561 & 610 - 780 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"592nm CWL, 12.5mm Dia, 43nm Bandwidth, OD 6 Fluorescence Filter",67-020,$195,12.50 +0.00/-0.10,591.5 ,49.00 ,93.00 ,250 - 1100 ,Cy3 Emission / TRITC Emission ,43.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,440 - 555 & 631 - 725 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"592nm CWL, 25mm Dia, 43nm Bandwidth, OD 6 Fluorescence Filter",67-034,$260,25.00 +0.00/-0.10,591.5 ,49.00 ,93.00 ,250 - 1100 ,Cy3 Emission / TRITC Emission ,43.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,440 - 555 & 631 - 725 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"592nm CWL, 50mm Dia, 43nm Bandwidth, OD 6 Fluorescence Filter",67-048,$675,50.00 +0.00/-0.10,591.5 ,49.00 ,93.00 ,250 - 1100 ,Cy3 Emission / TRITC Emission ,43.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,440 - 555 & 631 - 725 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"605nm CWL, 12.5mm Dia, 15nm Bandwidth, OD 6 Fluorescence Filter",86-345,$195,12.50 +0.00/-0.10,605 ,22.00 ,>93 ,250 - 1100 ,Qdot® 605 Emission ,15.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,403 - 455 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
