Title,Stock Number,Price,Dia. (mm),CWL (nm),CWL Tolerance (nm),FWHM (nm),FWHM Tolerance (nm),Minimum Transmission (%),Blocking Wavelength Range (nm),Optical Density OD,CA (mm),Surface Quality,Coating,Mount Thickness (mm),Substrate,Substrate Thickness (mm),Thickness Tolerance (mm),Type,Typical Applications
"685nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-734,$130,12.50 +0.0/-0.1,685 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"HiLyte Fluor 680, FluoSpheres Dark Red "
"685nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-738,$205,25.00 +0.0/-0.1,685 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"HiLyte Fluor 680, FluoSpheres Dark Red "
"685nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-742,$495,50.00 +0.0/-0.1,685 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"HiLyte Fluor 680, FluoSpheres Dark Red "
"690nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-113,$130,12.50 +0.0/-0.1,690 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Emission Flash Red 
"690nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter ",65-174,$205,25.00 +0.0/-0.1,690 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Emission Flash Red 
"690nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter ",65-235,$495,50.00 +0.0/-0.1,690 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Emission Flash Red 
"694nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-114,$130,12.50 +0.0/-0.1,694 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"HiLyte Fluor 680,  Alexa Fluor® 660, Cy5.5, DY-675 "
"694nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter ",65-175,$205,25.00 +0.0/-0.1,694 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"HiLyte Fluor 680,  Alexa Fluor® 660, Cy5.5, DY-676 "
"694nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-236,$495,50.00 +0.0/-0.1,694 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"HiLyte Fluor 680,  Alexa Fluor® 660, Cy5.5, DY-677 "
"700nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",87-888,$130,12.50 +0.0/-0.1,700 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,ATTO 680 Emission 
"700nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-012,$205,25.00 +0.0/-0.1,700 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,ATTO 680 Emission 
"700nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-018,$495,50.00 +0.0/-0.1,700 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,ATTO 680 Emission 
"730nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-115,$130,12.50 +0.0/-0.1,730 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,ATTO 725 
"730nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-176,$205,25.00 +0.0/-0.1,730 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,ATTO 725 
"730nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-237,$495,50.00 +0.0/-0.1,730 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,ATTO 725 
"750nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",87-889,$130,12.50 +0.0/-0.1,750 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"DiR, HiLyte Fluor 750 "
"750nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-013,$205,25.00 +0.0/-0.1,750 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"DiR, HiLyte Fluor 751 "
"750nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-019,$495,50.00 +0.0/-0.1,750 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"DiR, HiLyte Fluor 752 "
"766nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-116,$130,12.50 +0.0/-0.1,766 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"ATTO 740, To-Pro 5, ICG, IRDye800RS "
"766nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-177,$205,25.00 +0.0/-0.1,766 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"ATTO 740, To-Pro 5, ICG, IRDye800RS "
"766nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-238,$495,50.00 +0.0/-0.1,766 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"ATTO 740, To-Pro 5, ICG, IRDye800RS "
"770nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",87-890,$130,12.50 +0.0/-0.1,770 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,To-Pro 5 
"770nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-014,$205,25.00 +0.0/-0.1,770 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,To-Pro 6 
"770nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-020,$495,50.00 +0.0/-0.1,770 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,To-Pro 7 
"780nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-117,$130,12.50 +0.0/-0.1,780 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"DiR Emission, DyLight 750 "
"780nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-178,$205,25.00 +0.0/-0.1,780 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"DiR Emission, DyLight 750 "
"780nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-239,$495,50.00 +0.0/-0.1,780 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,"DiR Emission, DyLight 750 "
"785nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-735,$130,12.50 +0.0/-0.1,785 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Alexa Fluor® 790 
"785nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-739,$205,25.00 +0.0/-0.1,785 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Alexa Fluor® 790 
"785nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-743,$495,50.00 +0.0/-0.1,785 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Alexa Fluor® 790 
"800nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-118,$130,12.50 +0.0/-0.1,800 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"800nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-179,$205,25.00 +0.0/-0.1,800 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"800nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-240,$495,50.00 +0.0/-0.1,800 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"808nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",39-309,$130,12.50 +0.0/-0.1,808 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Laser Diode 
"808nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",39-316,$205,25.00 +0.0/-0.1,808 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Laser Diode 
"808nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",39-323,$495,50.00 +0.0/-0.1,808 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Laser Diode 
"810nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",87-891,$130,12.50 +0.0/-0.1,810 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,IRDye800RS 
"810nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-015,$205,25.00 +0.0/-0.1,810 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,IRDye800RS 
"810nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-021,$495,50.00 +0.0/-0.1,810 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,IRDye800RS 
"830nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-119,$130,12.50 +0.0/-0.1,830 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"830nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-180,$205,25.00 +0.0/-0.1,830 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"830nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-241,$495,50.00 +0.0/-0.1,830 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"850nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-087,$130,12.50 +0.0/-0.1,850 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"850nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter ",86-090,$205,25.00 +0.0/-0.1,850 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"850nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-093,$495,50.00 +0.0/-0.1,850 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"852nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-120,$130,12.50 +0.0/-0.1,852 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"852nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-181,$205,25.00 +0.0/-0.1,852 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"852nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-242,$495,50.00 +0.0/-0.1,852 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"880nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-122,$130,12.50 +0.0/-0.1,880 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"880nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-183,$205,25.00 +0.0/-0.1,880 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"880nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-244,$495,50.00 +0.0/-0.1,880 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"905nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-123,$130,12.50 +0.0/-0.1,905 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"905nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-184,$205,25.00 +0.0/-0.1,905 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"905nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-245,$495,50.00 +0.0/-0.1,905 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"940nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-124,$130,12.50 +0.0/-0.1,940 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"940nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-185,$205,25.00 +0.0/-0.1,940 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"940nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-246,$495,50.00 +0.0/-0.1,940 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"950nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-569,$130,12.50 +0.0/-0.1,950 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"950nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-572,$205,25.00 +0.0/-0.1,950 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"950nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",88-575,$495,50.00 +0.0/-0.1,950 ,±2.0 ,10 ,±2.0 ,>85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"980nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-125,$130,12.50 +0.0/-0.1,980 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"980nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-186,$205,25.00 +0.0/-0.1,980 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"980nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-247,$495,50.00 +0.0/-0.1,980 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"1030nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",39-310,$155,12.50 +0.0/-0.1,1030 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Nd:YLF Laser 
"1030nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",39-317,$255,25.00 +0.0/-0.1,1030 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Nd:YLF Laser 
"1030nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",39-324,$595,50.00 +0.0/-0.1,1030 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Nd:YLF Laser 
"1064nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-126,$155,12.50 +0.0/-0.1,1064 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"1064nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-187,$255,25.00 +0.0/-0.1,1064 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"1064nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",65-248,$595,50.00 +0.0/-0.1,1064 ,±2.0 ,10 ,±2.0 ,?85  ,200 - 1200 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"1450nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",39-311,$155,12.50 +0.0/-0.1,1450 ,±2.0 ,10 ,±2.0 ,?85 ,400 - 1800 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Laser Diode 
"1450nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",39-318,$255,25.00 +0.0/-0.1,1450 ,±2.0 ,10 ,±2.0 ,?85 ,400 - 1800 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Laser Diode 
"1450nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",39-326,$595,50.00 +0.0/-0.1,1450 ,±2.0 ,10 ,±2.0 ,?85 ,400 - 1800 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,Laser Diode 
"1550nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-088,$155,12.50 +0.0/-0.1,1550 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1800 ,?4.0 ,8.8 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"1550nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-091,$255,25.00 +0.0/-0.1,1550 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1800 ,?4.0 ,21.0 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
"1550nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",86-094,$595,50.00 +0.0/-0.1,1550 ,±2.0 ,10 ,±2.0 ,?85 ,200 - 1800 ,?4.0 ,45.3 ,80-50 ,Hard Coated ,5.0 ,Optical Glass ,3.5 ±0.5 typical ,±0.1 ,Bandpass Filter ,
